"slug","profile_url","trading_name","legal_name","company_code","city","street_address","postcode","region_label","website","public_phone","contact_route_status","categories","public_source_urls","verification_date"
"uab-dominyko-projektai-304103246","https://www.baldininkai.org/gamintojas/uab-dominyko-projektai-304103246/","UAB ""Dominyko projektai""","UAB ""Dominyko projektai""","304103246","Vilnius","Ukmergės g. 300F","LT-06146","Vilnius, rytų ir pietų Lietuva","","+37060424328","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/124e6515-ef09-4ac3-bc40-d62b73cf363c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/dominyko_projektai/","2026-08-04"
"mb-tovera-305844611","https://www.baldininkai.org/gamintojas/mb-tovera-305844611/","MB Tovera","MB Tovera","305844611","Ringaudai","Kantališkių g. 6","LT-53331","Kaunas ir šiaurės Lietuva","","+37066238600","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/12753ecb-0010-4df4-95f3-29229d68520d | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/be3da577-5ddb-4213-9d9b-c197ac916225 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/8318c35b-c8e7-493e-b5e9-5de09723322d | https://rekvizitai.vz.lt/en/company/tovera/","2026-08-04"
"uab-minora-301537376","https://www.baldininkai.org/gamintojas/uab-minora-301537376/","UAB ""Minora""","UAB ""Minora""","301537376","Šiauliai","B.mejerytės g. 5A","LT-80162","Kaunas ir šiaurės Lietuva","","+37062037871","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/12a39e41-2965-4768-9f63-77be5307815c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9b1ff39c-5eda-4bc1-ba79-03255d2dd750 | https://rekvizitai.vz.lt/en/company/uab_minora/","2026-08-04"
"uab-oaky-oak-304940471","https://www.baldininkai.org/gamintojas/uab-oaky-oak-304940471/","UAB OAKY OAK","UAB OAKY OAK","304940471","Stančiai","Gandrų g. 6","LT-96338","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37064411155","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/12fa9efc-7450-4b9e-bd91-5b9602c81d35 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2dfa4c6a-2ec2-4dca-8309-3642374c05b7 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/4eae005d-0c3e-4a8a-81a7-7ec59944af1a | https://rekvizitai.vz.lt/en/company/oaky_oak/","2026-08-04"
"uab-tigna-171703525","https://www.baldininkai.org/gamintojas/uab-tigna-171703525/","UAB ""Tigna""","UAB ""Tigna""","171703525","Plungė","Birutės g. 43A","LT-90170","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/13020d93-c953-4c3c-9c8d-984176711632 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9c609953-2e4c-46cf-90d1-40ab676e6291 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/feda7c84-2ff1-4278-9f7e-49e4cf81aaac","2026-08-04"
"uzdaroji-akcine-bendrove-litvaista-133663349","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-litvaista-133663349/","Uždaroji akcinė bendrovė ""Litvaista""","Uždaroji akcinė bendrovė ""Litvaista""","133663349","Kaunas","Taikos pr. 104A","LT-51197","Kaunas ir šiaurės Lietuva","","+37069839943","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/134e27db-7a28-405c-880f-ef6fa61a95cc | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/f9ff65fa-7a53-444c-9d7c-a252e6d37146 | https://rekvizitai.vz.lt/en/company/litvaista/","2026-08-04"
"uab-robenas-302743411","https://www.baldininkai.org/gamintojas/uab-robenas-302743411/","UAB ""Robenas""","UAB ""Robenas""","302743411","Šiauliai","Aušros al. 13","LT-76298","Kaunas ir šiaurės Lietuva","","+37067805778","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/13503475-2aa7-49d0-b3f9-65a289c20d1c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9b1ff39c-5eda-4bc1-ba79-03255d2dd750 | https://rekvizitai.vz.lt/en/company/bebro_baldai/","2026-08-04"
"uab-agla-164741529","https://www.baldininkai.org/gamintojas/uab-agla-164741529/","UAB ""AGLA""","UAB ""AGLA""","164741529","Vodonys","Vodonių K. 2","LT-40320","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37068622156","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/13650c1a-b395-4ad8-a466-17850f6f771a | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/e2d5722d-a0cf-4bce-be13-f6b2cbbf6f9c | https://rekvizitai.vz.lt/en/company/agla/","2026-08-04"
"nerijaus-bucio-imone-258888760","https://www.baldininkai.org/gamintojas/nerijaus-bucio-imone-258888760/","Nerijaus Bučio įmonė","Nerijaus Bučio įmonė","258888760","Lietuva","Žaslių g. 12","LT-56114","Visa Lietuva (miestas nenurodytas oficialiame šaltinyje)","","+37069962778","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/138b38ce-dbe2-41f1-8313-af3f2c5e28db | https://rekvizitai.vz.lt/en/company/n_bucio/","2026-08-04"
"mb-esteto-baldai-306167137","https://www.baldininkai.org/gamintojas/mb-esteto-baldai-306167137/","MB Esteto baldai","MB Esteto baldai","306167137","Kaunas","Varnių g. 38","LT-48387","Kaunas ir šiaurės Lietuva","","+37065184453","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/13bd20a4-4362-434b-9d3d-f3c035f3f9cc | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://rekvizitai.vz.lt/en/company/esteto_baldai/","2026-08-04"
"uab-ego-verus-300003654","https://www.baldininkai.org/gamintojas/uab-ego-verus-300003654/","UAB ""Ego verus""","UAB ""Ego verus""","300003654","Vilnius","Mileišiškių Sodų 3-IOJI g. 6","LT-10211","Vilnius, rytų ir pietų Lietuva","","+37060107071","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/145e65aa-86cc-4a86-a7eb-399469aac5c5 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/ego_verus/","2026-08-04"
"mb-lurenos-baldai-305568967","https://www.baldininkai.org/gamintojas/mb-lurenos-baldai-305568967/","MB ""Lurenos baldai""","MB ""Lurenos baldai""","305568967","Plikiai","Klaipėdos g. 13","LT-96231","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37063177050","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/146d0920-b9af-4fca-bdb8-75a6ff1d6910 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/0af923dd-067a-4863-b25d-287fb9ef808e | https://rekvizitai.vz.lt/en/company/lurenos_baldai/","2026-08-04"
"mb-re-baldai-306069853","https://www.baldininkai.org/gamintojas/mb-re-baldai-306069853/","MB ""Re baldai""","MB ""Re baldai""","306069853","Vilnius","Šiaurės g. 9","LT-11106","Vilnius, rytų ir pietų Lietuva","","+37060525612","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/14cc7d91-eea1-4da9-a80e-12ca846bb2bb | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/re_baldai/","2026-08-04"
"mb-milijonas-kampu-305236609","https://www.baldininkai.org/gamintojas/mb-milijonas-kampu-305236609/","MB ""Milijonas kampų""","MB ""Milijonas kampų""","305236609","Alytus","Seinų g. 3","LT-62163","Vilnius, rytų ir pietų Lietuva","","+37069229825","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/152ce523-2904-4477-a11e-b3bba5b621b4 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/21bbe639-b485-490c-8ab4-e58494826b8c | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/25c6773b-2593-48b5-8f40-bd9902a0ba76 | https://rekvizitai.vz.lt/en/company/milijonas_kampu/","2026-08-04"
"uab-korela-303022154","https://www.baldininkai.org/gamintojas/uab-korela-303022154/","UAB KORELA","UAB KORELA","303022154","Tyruliai","Žalgirio g. 9","LT-82466","Kaunas ir šiaurės Lietuva","","+37068694869","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/153246f0-a399-41e3-a734-8d659f6a8012 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/8f3601da-4356-4fa8-9aaa-a1e3aba105c4 | https://rekvizitai.vz.lt/en/company/korela/","2026-08-04"
"mb-tvm-furniture-307106831","https://www.baldininkai.org/gamintojas/mb-tvm-furniture-307106831/","MB TVM Furniture","MB TVM Furniture","307106831","Garliava","Liepų g. 33","LT-53243","Kaunas ir šiaurės Lietuva","","+37060391801","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/153732e7-d1ff-4866-85cb-23cb252c9144 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/248200e2-bdf4-414b-877d-3a151265eb80 | https://rekvizitai.vz.lt/en/company/tvm_furniture/","2026-08-04"
"mazoji-bendrija-dili-baldai-307059068","https://www.baldininkai.org/gamintojas/mazoji-bendrija-dili-baldai-307059068/","Mažoji bendrija Dili baldai","Mažoji bendrija Dili baldai","307059068","Gargždai","Skaidrioji g. 10","LT-96155","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37069965438","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/15d1b773-448e-48d6-a433-89b1b7115619 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/8fb3e00c-b30a-4535-ae9d-8455257a748c | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/8a2f4bf2-8c3c-454a-9422-f23f8aa9dc75 | https://rekvizitai.vz.lt/en/company/dili_baldai/","2026-08-04"
"uab-narbutas-international-300591314","https://www.baldininkai.org/gamintojas/uab-narbutas-international-300591314/","UAB ""Narbutas International""","UAB ""Narbutas International""","300591314","Vilnius","Eitminų g. 3","LT-12113","Vilnius, rytų ir pietų Lietuva","","+37052107922","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1610ed41-120b-4f20-80ad-91da6a0a483a | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/narbutas_international/","2026-08-04"
"ideju-aleja-uab-302495535","https://www.baldininkai.org/gamintojas/ideju-aleja-uab-302495535/","Idėjų alėja, UAB","Idėjų alėja, UAB","302495535","Šiauliai","Kikilių g. 17","LT-76383","Kaunas ir šiaurės Lietuva","","+37061554549","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/164300d1-abf9-48c9-9f3b-a4a97cebcaa7 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9b1ff39c-5eda-4bc1-ba79-03255d2dd750 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/ad173e15-5572-4065-8279-10e6eba6aa8a | https://rekvizitai.vz.lt/en/company/ideju_aleja/","2026-08-04"
"uab-emona-lt-305201921","https://www.baldininkai.org/gamintojas/uab-emona-lt-305201921/","UAB ""Emona LT""","UAB ""Emona LT""","305201921","Kuliai","Naujoji g. 1","LT-90371","Kaunas ir šiaurės Lietuva","","+37067012813","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/165f5070-9820-4138-8d5c-ec437c5dff1f | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/854e7f3e-c4f5-48fe-a393-ab017e7a4f07 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/9ba2a277-e69a-490a-8abf-8d6b1025acd9 | https://rekvizitai.vz.lt/en/company/emona_lt/","2026-08-04"
"uab-arnitana-304171090","https://www.baldininkai.org/gamintojas/uab-arnitana-304171090/","UAB ""Arnitana""","UAB ""Arnitana""","304171090","Gailiūnai","Gailiūnų g. 22","LT-66381","Vilnius, rytų ir pietų Lietuva","","+37061657237","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1664bf69-7747-4ca1-83a3-64ccde4e666e | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/7fcc067a-2f75-4bb3-9a61-3a066b8490d6 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/e9f5cb85-30a2-402c-b86b-74b2e7ec7856 | https://rekvizitai.vz.lt/en/company/arnitana/","2026-08-04"
"uab-forneris-300647357","https://www.baldininkai.org/gamintojas/uab-forneris-300647357/","UAB ""Forneris""","UAB ""Forneris""","300647357","Kaunas","Sedulų g. 4","LT-45487","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/16ce77d7-8726-49f3-94d0-6f77dd95fbe4 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/cfe20525-fca5-40e7-89e1-efb79bd28f5c","2026-08-04"
"uzdaroji-akcine-bendrove-marijampoles-komprojektas-251237590","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-marijampoles-komprojektas-251237590/","Uždaroji akcinė bendrovė ""Marijampolės komprojektas""","Uždaroji akcinė bendrovė ""Marijampolės komprojektas""","251237590","Karmėlava","Baldininkų g. 15","LT-54448","Kaunas ir šiaurės Lietuva","","+37065233617","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1713d1bf-4f65-4a26-ad92-b67499e43e93 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/4e3f67cd-9e28-4bce-a93d-f1b11fab6779 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/f1a284a8-81a7-47a0-ace7-fb08349f7f99 | https://rekvizitai.vz.lt/en/company/marijampoles_komprojektas/","2026-08-04"
"uzdaroji-akcine-bendrove-zbiga-123645712","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-zbiga-123645712/","Uždaroji akcinė bendrovė ""ZBIGA""","Uždaroji akcinė bendrovė ""ZBIGA""","123645712","Riešė","Beržų g. 2B","LT-14266","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1714d119-b4c2-4e15-88e5-b6f4d494134b | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/3abe4440-0301-4f48-b2c3-f8e20957bded | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/8ec5a590-1894-49f5-9d29-e4f49d0655c7","2026-08-04"
"mb-45-kampai-306125063","https://www.baldininkai.org/gamintojas/mb-45-kampai-306125063/","MB ""45 kampai""","MB ""45 kampai""","306125063","Kaunas","Europos pr. 28","LT-46326","Kaunas ir šiaurės Lietuva","","+37067995055","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/17221163-a7cb-4c60-a543-eaf03ca80a2c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://rekvizitai.vz.lt/en/company/45_kampai/","2026-08-04"
"uab-timo-verslas-135053451","https://www.baldininkai.org/gamintojas/uab-timo-verslas-135053451/","UAB ""Timo verslas""","UAB ""Timo verslas""","135053451","Lipliūnai","Tuopų g. 1B","LT-57102","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1731e9e2-f18b-422e-8e6a-ad74d36b1da4 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58ff770c-cd40-4cd3-aa7b-6cfd23b5d980 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/f1f42667-a0b0-46bb-9ba6-c441651e498a","2026-08-04"
"uab-visokie-baldai-307086574","https://www.baldininkai.org/gamintojas/uab-visokie-baldai-307086574/","UAB Visokie baldai","UAB Visokie baldai","307086574","Vilnius","Vandentiekio g. 34","LT-03152","Vilnius, rytų ir pietų Lietuva","","+37067563762","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/17573ad0-3a57-4588-bf6d-d583a52c9c2e | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/visokie_baldai/","2026-08-04"
"uab-lacio-302539095","https://www.baldininkai.org/gamintojas/uab-lacio-302539095/","UAB ""Lacio""","UAB ""Lacio""","302539095","Jonava","Kęstučio g. 13","LT-55156","Kaunas ir šiaurės Lietuva","","+37068262583","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/178138db-17da-45f0-89ae-e45fe77681cb | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ee291b6f-3524-4fa1-96c1-1d73950cdb0b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/6c4cd700-a6d4-46f7-bc8f-cdac94a1f2aa | https://rekvizitai.vz.lt/en/company/lacio/","2026-08-04"
"mazoji-bendrija-valdo-projektai-305684562","https://www.baldininkai.org/gamintojas/mazoji-bendrija-valdo-projektai-305684562/","Mažoji bendrija Valdo projektai","Mažoji bendrija Valdo projektai","305684562","Klaipėda","Gudobelių g. 9","LT-92357","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37068711667","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1798dec9-fd48-431c-887e-0e0ae13d9524 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ecd017de-4285-4f24-974a-9d2eacfb5eab | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/c62814f0-f80e-4b2a-87c1-ed46c985bd3a | https://rekvizitai.vz.lt/en/company/valdo_projektai/","2026-08-04"
"uab-lukandra-135871110","https://www.baldininkai.org/gamintojas/uab-lukandra-135871110/","UAB ""Lukandra""","UAB ""Lukandra""","135871110","Kaunas","Neries krant. 16","LT-48402","Kaunas ir šiaurės Lietuva","","+37037563802","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/179eb4b8-19b0-47ec-ade4-3896a417e89d | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/d09fa89d-2c34-4375-9fb8-8040d9f30833 | https://rekvizitai.vz.lt/en/company/lukandra/","2026-08-04"
"mb-armiba-306365293","https://www.baldininkai.org/gamintojas/mb-armiba-306365293/","MB ""Armiba""","MB ""Armiba""","306365293","Dainos","Švendrelio g. 1","LT-77210","Kaunas ir šiaurės Lietuva","","+37068328165","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/17aa422e-72b3-4cac-8407-e8520f67d436 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/3421039b-f1f2-4e7f-ace9-e044b9d016d1 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/5aef415b-c291-4d25-a0f3-48740d24f9bd | https://rekvizitai.vz.lt/en/company/armiba/","2026-08-04"
"uab-baldu-tonas-304048440","https://www.baldininkai.org/gamintojas/uab-baldu-tonas-304048440/","UAB ""Baldų tonas""","UAB ""Baldų tonas""","304048440","Didžiosios Kabiškės","Nemenčinės g. 32","LT-15153","Vilnius, rytų ir pietų Lietuva","","+37068304583","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/17d4743d-4af4-4799-89ac-fccac52fda65 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/f2562716-7c65-471e-b93d-5bc35c4703e0 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/ebe9d25e-4e27-43aa-beba-95e5f54886dd | https://rekvizitai.vz.lt/en/company/baldu_tonas/","2026-08-04"
"mb-stilo-baldai-303056929","https://www.baldininkai.org/gamintojas/mb-stilo-baldai-303056929/","MB ""Stilo baldai""","MB ""Stilo baldai""","303056929","Prienai","Vilniaus g. 24","LT-59115","Kaunas ir šiaurės Lietuva","","+37067753439","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/17eb3411-80ad-460d-ad3e-f59a45adee4c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/291a93c7-5b5b-46aa-be1f-222388cf2636 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/5d589c9b-3fc4-4aa8-8103-17eb0cf88ceb | https://rekvizitai.vz.lt/en/company/stilo_baldai/","2026-08-04"
